SecondaryStratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionTypeID,ValueDistributionFrequency,ValueDistributionSD
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,59.286499,Normal,Timestep and iteration,29.6432495
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,54.834953,Normal,Timestep and iteration,27.4174765
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,47.752947999999996,Normal,Timestep and iteration,23.876473999999998
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,43.706088,Normal,Timestep and iteration,21.853044
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,260.213098,Normal,Timestep and iteration,130.106549
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,394.97353599999997,Normal,Timestep and iteration,197.48676799999998
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,377.774381,Normal,Timestep and iteration,188.8871905
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,350.458076,Normal,Timestep and iteration,175.229038
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,146.901018,Normal,Timestep and iteration,73.450509
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,260.010755,Normal,Timestep and iteration,130.0053775
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,42.49203,Normal,Timestep and iteration,21.246015
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,263.248243,Normal,Timestep and iteration,131.6241215
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,4.451546,Normal,Timestep and iteration,2.225773
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,15.985097,Normal,Timestep and iteration,7.9925485
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,17.603841000000003,Normal,Timestep and iteration,8.801920500000001
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,6.474976,Normal,Timestep and iteration,3.237488
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,228.040561,Normal,Timestep and iteration,114.0202805
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,232.69445,Normal,Timestep and iteration,116.347225
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,193.439908,Normal,Timestep and iteration,96.719954
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,165.516574,Normal,Timestep and iteration,82.758287
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,25.495217999999998,Normal,Timestep and iteration,12.747608999999999
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,47.955291,Normal,Timestep and iteration,23.9776455
Eldorado,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,179.478241,Normal,Timestep and iteration,89.7391205
Eldorado,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,27.316305,Normal,Timestep and iteration,13.6581525
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,101.373843,Normal,Timestep and iteration,50.6869215
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,164.707202,Normal,Timestep and iteration,82.353601
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1476.092185,Normal,Timestep and iteration,738.0460925
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,94.089495,Normal,Timestep and iteration,47.0447475
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,291.980949,Normal,Timestep and iteration,145.9904745
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,1038.424276,Normal,Timestep and iteration,519.212138
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,1007.2634539999999,Normal,Timestep and iteration,503.63172699999996
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,946.762897,Normal,Timestep and iteration,473.3814485
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,1019.404034,Normal,Timestep and iteration,509.702017
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,293.599693,Normal,Timestep and iteration,146.7998465
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,250.29829099999998,Normal,Timestep and iteration,125.14914549999999
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,1103.174036,Normal,Timestep and iteration,551.587018
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,36.219397,Normal,Timestep and iteration,18.1096985
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,145.079931,Normal,Timestep and iteration,72.5399655
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,243.216286,Normal,Timestep and iteration,121.608143
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,143.865873,Normal,Timestep and iteration,71.9329365
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,853.280431,Normal,Timestep and iteration,426.6402155
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,231.075706,Normal,Timestep and iteration,115.537853
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,335.687037,Normal,Timestep and iteration,167.8435185
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,203.15237199999999,Normal,Timestep and iteration,101.57618599999999
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,455.069407,Normal,Timestep and iteration,227.5347035
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,154.792395,Normal,Timestep and iteration,77.3961975
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,340.947955,Normal,Timestep and iteration,170.4739775
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,152.566622,Normal,Timestep and iteration,76.283311
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,74.664567,Normal,Timestep and iteration,37.3322835
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,70.82005,Normal,Timestep and iteration,35.410025
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,175.229038,Normal,Timestep and iteration,87.614519
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,149.126791,Normal,Timestep and iteration,74.5633955
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,343.578414,Normal,Timestep and iteration,171.789207
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,1505.836606,Normal,Timestep and iteration,752.918303
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,426.539044,Normal,Timestep and iteration,213.269522
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,415.00549299999994,Normal,Timestep and iteration,207.50274649999997
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,233.099136,Normal,Timestep and iteration,116.549568
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,191.82116399999998,Normal,Timestep and iteration,95.91058199999999
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,206.996889,Normal,Timestep and iteration,103.4984445
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,69.808335,Normal,Timestep and iteration,34.9041675
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,2848.9894400000003,Normal,Timestep and iteration,1424.4947200000001
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,4464.698295,Normal,Timestep and iteration,2232.3491475
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,2212.216019,Normal,Timestep and iteration,1106.1080095
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,3617.2858109999997,Normal,Timestep and iteration,1808.6429054999999
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,1447.7641649999998,Normal,Timestep and iteration,723.8820824999999
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,2276.561093,Normal,Timestep and iteration,1138.2805465
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,1818.8612269999999,Normal,Timestep and iteration,909.4306134999999
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,6265.9556809999995,Normal,Timestep and iteration,3132.9778404999997
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,5474.592208,Normal,Timestep and iteration,2737.296104
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,4140.949495,Normal,Timestep and iteration,2070.4747475
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,4515.284044999999,Normal,Timestep and iteration,2257.6420224999997
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,1759.979414,Normal,Timestep and iteration,879.989707
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2017,2018,2348.999887,Normal,Timestep and iteration,1174.4999435
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,487.848973,Normal,Timestep and iteration,243.9244865
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,2498.733707,Normal,Timestep and iteration,1249.3668535
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,2042.450242,Normal,Timestep and iteration,1021.225121
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,272.353678,Normal,Timestep and iteration,136.176839
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,261.629499,Normal,Timestep and iteration,130.8147495
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,780.841637,Normal,Timestep and iteration,390.4208185
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,2613.462188,Normal,Timestep and iteration,1306.731094
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,4658.542888999999,Normal,Timestep and iteration,2329.2714444999997
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,3893.07932,Normal,Timestep and iteration,1946.53966
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,5429.267376,Normal,Timestep and iteration,2714.633688
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,4304.442639,Normal,Timestep and iteration,2152.2213195
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,6067.659541,Normal,Timestep and iteration,3033.8297705
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,318.083196,Normal,Timestep and iteration,159.041598
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,24.28116,Normal,Timestep and iteration,12.14058
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,266.485731,Normal,Timestep and iteration,133.2428655
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,29.744421,Normal,Timestep and iteration,14.8722105
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,260.820127,Normal,Timestep and iteration,130.4100635
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,211.853121,Normal,Timestep and iteration,105.9265605
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,341.150298,Normal,Timestep and iteration,170.575149
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,57.263068999999994,Normal,Timestep and iteration,28.631534499999997
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,51.799808,Normal,Timestep and iteration,25.899904
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,111.28864999999999,Normal,Timestep and iteration,55.644324999999995
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,115.942539,Normal,Timestep and iteration,57.9712695
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,146.69867499999998,Normal,Timestep and iteration,73.34933749999999
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,454.057692,Normal,Timestep and iteration,227.028846
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,322.13005599999997,Normal,Timestep and iteration,161.06502799999998
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,965.3784529999999,Normal,Timestep and iteration,482.68922649999996
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,297.03952400000003,Normal,Timestep and iteration,148.51976200000001
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,497.966123,Normal,Timestep and iteration,248.9830615
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,846.603112,Normal,Timestep and iteration,423.301556
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,625.644556,Normal,Timestep and iteration,312.822278
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,1011.310314,Normal,Timestep and iteration,505.655157
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,655.3889770000001,Normal,Timestep and iteration,327.69448850000003
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,738.956636,Normal,Timestep and iteration,369.478318
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,469.43576,Normal,Timestep and iteration,234.71788
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,378.786096,Normal,Timestep and iteration,189.393048
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1349.020781,Normal,Timestep and iteration,674.5103905
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,884.6435959999999,Normal,Timestep and iteration,442.32179799999994
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,1214.058,Normal,Timestep and iteration,607.029
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,887.274055,Normal,Timestep and iteration,443.6370275
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,783.269753,Normal,Timestep and iteration,391.6348765
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,838.307049,Normal,Timestep and iteration,419.1535245
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,998.360362,Normal,Timestep and iteration,499.180181
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,929.361399,Normal,Timestep and iteration,464.6806995
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,395.78290799999996,Normal,Timestep and iteration,197.89145399999998
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,459.116267,Normal,Timestep and iteration,229.5581335
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,4.04686,Normal,Timestep and iteration,2.02343
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,0.809372,Normal,Timestep and iteration,0.404686
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,159.85097,Normal,Timestep and iteration,79.925485
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,44.313117,Normal,Timestep and iteration,22.1565585
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,156.411139,Normal,Timestep and iteration,78.2055695
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,126.26203199999999,Normal,Timestep and iteration,63.131015999999995
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,60.298213999999994,Normal,Timestep and iteration,30.149106999999997
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,93.07777999999999,Normal,Timestep and iteration,46.538889999999995
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,541.0651819999999,Normal,Timestep and iteration,270.53259099999997
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,18.817899,Normal,Timestep and iteration,9.4089495
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,42.694373,Normal,Timestep and iteration,21.3471865
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,104.206645,Normal,Timestep and iteration,52.1033225
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,16.389782999999998,Normal,Timestep and iteration,8.194891499999999
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,11.533551,Normal,Timestep and iteration,5.7667755
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,21.043672,Normal,Timestep and iteration,10.521836
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,1.821087,Normal,Timestep and iteration,0.9105435
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,2.6304589999999997,Normal,Timestep and iteration,1.3152294999999998
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,42.289687,Normal,Timestep and iteration,21.1448435
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,0,Normal,Timestep and iteration,0
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,11.533551000000001,Normal,Timestep and iteration,5.7667755000000005
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,49.371691999999996,Normal,Timestep and iteration,24.685845999999998
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,36.826426,Normal,Timestep and iteration,18.413213
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,520.426196,Normal,Timestep and iteration,260.213098
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,243.01394299999998,Normal,Timestep and iteration,121.50697149999999
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,1123.00365,Normal,Timestep and iteration,561.501825
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,649.318687,Normal,Timestep and iteration,324.6593435
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1565.527791,Normal,Timestep and iteration,782.7638955
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,1136.358288,Normal,Timestep and iteration,568.179144
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,1032.9610149999999,Normal,Timestep and iteration,516.4805074999999
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,481.373997,Normal,Timestep and iteration,240.6869985
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,538.434723,Normal,Timestep and iteration,269.2173615
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,450.617861,Normal,Timestep and iteration,225.3089305
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,536.815979,Normal,Timestep and iteration,268.4079895
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,198.700826,Normal,Timestep and iteration,99.350413
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,169.96812,Normal,Timestep and iteration,84.98406
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,958.498791,Normal,Timestep and iteration,479.2493955
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,1138.786404,Normal,Timestep and iteration,569.393202
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,79.318456,Normal,Timestep and iteration,39.659228
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1.214058,Normal,Timestep and iteration,0.607029
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,249.48891899999998,Normal,Timestep and iteration,124.74445949999999
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,378.786096,Normal,Timestep and iteration,189.393048
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,86.40046099999999,Normal,Timestep and iteration,43.200230499999996
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,1838.488498,Normal,Timestep and iteration,919.244249
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,216.304667,Normal,Timestep and iteration,108.1523335
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,304.728558,Normal,Timestep and iteration,152.364279
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,122.619858,Normal,Timestep and iteration,61.309929
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,442.119455,Normal,Timestep and iteration,221.0597275
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,170.979835,Normal,Timestep and iteration,85.4899175
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,160.862685,Normal,Timestep and iteration,80.4313425
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,674.611562,Normal,Timestep and iteration,337.305781
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1066.34761,Normal,Timestep and iteration,533.173805
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,826.975841,Normal,Timestep and iteration,413.4879205
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,469.638103,Normal,Timestep and iteration,234.8190515
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,342.364356,Normal,Timestep and iteration,171.182178
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,1173.5894,Normal,Timestep and iteration,586.7947
