Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionTypeID,ValueDistributionFrequency,ValueDistributionSD,ValueDistributionMin,ValueDistributionMax,ValueDistributionRelativeFrequency
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0.1679,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,0.779,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,0.779,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,1.9223,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,1.9223,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,1.3881,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,1.3881,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,0.9672,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,0.9672,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,0.1679,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,0.1679,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,0.7891,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,0.7891,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,0.2995,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,0.2995,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,0.083,,,,,,
,,,Alameda,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,0.083,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,0.9409,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,0.9409,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,4.9918,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,4.9918,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,4.6256,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,4.6256,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,3.6624,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,3.6624,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,8.3588,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,8.3588,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,2.8733,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,2.8733,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,2.3067,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,2.3067,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,1.8312,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,1.8312,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,1.5945,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,1.5945,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,1.825,,,,,,
,,,Alameda,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,1.825,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Alpine,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Alpine,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Alpine,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,0.1457,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,0.1457,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,0.0587,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,0.0587,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,1.6734,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,1.6734,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,0.52,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,0.52,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,1.5985,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,1.5985,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,2.0437,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,2.0437,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,1.7017,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,1.7017,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,0.3521,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,0.3521,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,1.2464,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,1.2464,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,0.178,,,,,,
,,,Amador,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,0.178,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0.435,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0.435,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0.1781,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0.1781,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,1.1473,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,1.1473,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,1.2302,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,1.2302,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,0.8094,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,0.8094,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,1.5904,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,1.5904,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,0.7568,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,0.7568,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,0.5281,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,0.5281,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,0.5827,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,0.5827,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,0.251,,,,,,
,,,Amador,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,0.251,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,1.0218,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,1.0218,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,0.1234,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,0.1234,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,0.2651,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,0.2651,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,0.261,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,0.261,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,1.3395,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,1.3395,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,1.8575,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,1.8575,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,0.5666,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,0.5666,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,0.2408,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,0.2408,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,0.6819,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,0.6819,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,0.045,,,,,,
,,,Amador,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,0.045,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,0.7669,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,0.7669,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,1.0906,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,1.0906,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,0.3521,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,0.3521,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,1.0137,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,1.0137,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,5.1051,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,5.1051,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,2.9036,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,2.9036,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,3.9335,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,3.9335,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,2.082,,,,,,
,,,Butte,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,2.082,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1999,1999,2.7579,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2000,2000,2.7579,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2001,2001,2.6588,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2002,2002,2.6588,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2005,2005,1.8069,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2006,2006,1.8069,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2007,2007,2.6203,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2008,2008,2.6203,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2009,2009,1.8858,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2010,2010,1.8858,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2011,2011,1.19,,,,,,
,,,Butte,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,2012,2012,1.19,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2005,2005,2.6345,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2006,2006,2.6345,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2007,2007,1.3173,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2008,2008,1.3173,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2009,2009,1.554,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2010,2010,1.554,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2011,2011,0.306,,,,,,
,,,Butte,,Historical Rate: Urbanization,Historical Year: Land Use Change,2012,2012,0.306,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1997,1997,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1998,1998,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,1999,1999,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2000,2000,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2001,2001,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2002,2002,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2003,2003,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2004,2004,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2005,2005,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2006,2006,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2007,2007,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2008,2008,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2009,2009,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2010,2010,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2011,2011,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Contraction,Historical Year: Land Use Change,2012,2012,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1993,1993,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1994,1994,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1995,1995,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1996,1996,0,,,,,,
,,,Calaveras,,Historical Rate: Ag Expansion,Historical Year: Land Use Change,1997,1997,0,,,,,,
