StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2009,2009,0.6272063298843579
Mojave Basin and Range,Fire: Annual Variability,Fire,2009,2009,0.10856453558504221
Northern Basin and Range,Fire: Annual Variability,Fire,2009,2009,0
Sierra Nevada,Fire: Annual Variability,Fire,2009,2009,0.6432559870951732
Sonoran Basin and Range,Fire: Annual Variability,Fire,2009,2009,0.13284132841328414
Southern California Mountains,Fire: Annual Variability,Fire,2009,2009,2.4015088013411567
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2009,2009,0.42536773571256326
Cascades,Fire: Annual Variability,Fire,2010,2010,0.2656359803232607
Central Basin and Range,Fire: Annual Variability,Fire,2010,2010,0.28346456692913385
Central California Foothills and Coastal Mountains,Fire: Annual Variability,Fire,2010,2010,0.38596955658504306
Central California Valley,Fire: Annual Variability,Fire,2010,2010,1.5
Coast Range,Fire: Annual Variability,Fire,2010,2010,0.4067796610169491
Eastern Cascades Slopes and Foothills,Fire: Annual Variability,Fire,2010,2010,0.48813559322033895
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2010,2010,0.016433353621424226
Mojave Basin and Range,Fire: Annual Variability,Fire,2010,2010,0.1519903498190591
Northern Basin and Range,Fire: Annual Variability,Fire,2010,2010,0.020785219399538105
Sierra Nevada,Fire: Annual Variability,Fire,2010,2010,0.3015262439508624
Sonoran Basin and Range,Fire: Annual Variability,Fire,2010,2010,0.13284132841328414
Southern California Mountains,Fire: Annual Variability,Fire,2010,2010,0.14836546521374686
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2010,2010,0.19966240655895826
Cascades,Fire: Annual Variability,Fire,2011,2011,0.21503865073787773
Central Basin and Range,Fire: Annual Variability,Fire,2011,2011,1.2401574803149606
Central California Foothills and Coastal Mountains,Fire: Annual Variability,Fire,2011,2011,0.7195234943745864
Central California Valley,Fire: Annual Variability,Fire,2011,2011,6.174418604651163
Coast Range,Fire: Annual Variability,Fire,2011,2011,0.2542372881355932
Eastern Cascades Slopes and Foothills,Fire: Annual Variability,Fire,2011,2011,0.5003389830508475
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2011,2011,0.12598904443091904
Mojave Basin and Range,Fire: Annual Variability,Fire,2011,2011,0.6948130277442702
Northern Basin and Range,Fire: Annual Variability,Fire,2011,2011,0.22863741339491916
Sierra Nevada,Fire: Annual Variability,Fire,2011,2011,0.5606154609753071
Sonoran Basin and Range,Fire: Annual Variability,Fire,2011,2011,2.1918819188191883
Southern California Mountains,Fire: Annual Variability,Fire,2011,2011,0.08549874266554904
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2011,2011,0.09549071618037135
Cascades,Fire: Annual Variability,Fire,2012,2012,3.503865073787772
Central Basin and Range,Fire: Annual Variability,Fire,2012,2012,1.984251968503937
Central California Foothills and Coastal Mountains,Fire: Annual Variability,Fire,2012,2012,0.6289874255459961
Central California Valley,Fire: Annual Variability,Fire,2012,2012,0.27906976744186046
Coast Range,Fire: Annual Variability,Fire,2012,2012,0.05084745762711864
Eastern Cascades Slopes and Foothills,Fire: Annual Variability,Fire,2012,2012,3.953898305084745
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2012,2012,1.4598295800365186
Mojave Basin and Range,Fire: Annual Variability,Fire,2012,2012,0.1519903498190591
Northern Basin and Range,Fire: Annual Variability,Fire,2012,2012,13.59353348729792
Sierra Nevada,Fire: Annual Variability,Fire,2012,2012,0.8621417049261696
Sonoran Basin and Range,Fire: Annual Variability,Fire,2012,2012,4.18450184501845
Southern California Mountains,Fire: Annual Variability,Fire,2012,2012,0.18105616093880975
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2012,2012,0.1085121774776947
Cascades,Fire: Annual Variability,Fire,2013,2013,0.5945186226282502
Central Basin and Range,Fire: Annual Variability,Fire,2013,2013,0.7086614173228346
Central California Foothills and Coastal Mountains,Fire: Annual Variability,Fire,2013,2013,0.4622104566512244
Central California Valley,Fire: Annual Variability,Fire,2013,2013,0.7674418604651163
Coast Range,Fire: Annual Variability,Fire,2013,2013,0.05084745762711864
Eastern Cascades Slopes and Foothills,Fire: Annual Variability,Fire,2013,2013,0.15864406779661017
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2013,2013,0.6272063298843579
Mojave Basin and Range,Fire: Annual Variability,Fire,2013,2013,0.2822677925211098
Northern Basin and Range,Fire: Annual Variability,Fire,2013,2013,0
Sierra Nevada,Fire: Annual Variability,Fire,2013,2013,2.4814493113289493
Sonoran Basin and Range,Fire: Annual Variability,Fire,2013,2013,2.125461254612546
Southern California Mountains,Fire: Annual Variability,Fire,2013,2013,0.9455155071248953
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2013,2013,0.5512418615866891
Cascades,Fire: Annual Variability,Fire,2014,2014,4.22487702037948
Central Basin and Range,Fire: Annual Variability,Fire,2014,2014,0.03543307086614173
Central California Foothills and Coastal Mountains,Fire: Annual Variability,Fire,2014,2014,0.3835870284579749
Central California Valley,Fire: Annual Variability,Fire,2014,2014,0.20930232558139536
Coast Range,Fire: Annual Variability,Fire,2014,2014,2.4406779661016946
Eastern Cascades Slopes and Foothills,Fire: Annual Variability,Fire,2014,2014,2.0501694915254234
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2014,2014,2.2458916615946443
Mojave Basin and Range,Fire: Annual Variability,Fire,2014,2014,0
Northern Basin and Range,Fire: Annual Variability,Fire,2014,2014,0
Sierra Nevada,Fire: Annual Variability,Fire,2014,2014,1.177069115274848
Sonoran Basin and Range,Fire: Annual Variability,Fire,2014,2014,0
Southern California Mountains,Fire: Annual Variability,Fire,2014,2014,0.027661357921207042
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2014,2014,0.533879913190258
Cascades,Fire: Annual Variability,Fire,2015,2015,0.7969079409697821
Central Basin and Range,Fire: Annual Variability,Fire,2015,2015,0.7086614173228346
Central California Foothills and Coastal Mountains,Fire: Annual Variability,Fire,2015,2015,2.1609530112508275
Central California Valley,Fire: Annual Variability,Fire,2015,2015,1.0116279069767442
Coast Range,Fire: Annual Variability,Fire,2015,2015,0.3559322033898305
Eastern Cascades Slopes and Foothills,Fire: Annual Variability,Fire,2015,2015,0.5125423728813558
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2015,2015,2.695069993913573
Mojave Basin and Range,Fire: Annual Variability,Fire,2015,2015,0.32569360675512665
Northern Basin and Range,Fire: Annual Variability,Fire,2015,2015,0.8729792147806005
Sierra Nevada,Fire: Annual Variability,Fire,2015,2015,1.8984985730239485
Sonoran Basin and Range,Fire: Annual Variability,Fire,2015,2015,0.06642066420664207
Southern California Mountains,Fire: Annual Variability,Fire,2015,2015,0.3721709974853311
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2015,2015,0.16927899686520376
Cascades,Fire: Annual Variability,Fire,2016,2016,0.5059732958538299
Central Basin and Range,Fire: Annual Variability,Fire,2016,2016,0.17716535433070865
Central California Foothills and Coastal Mountains,Fire: Annual Variability,Fire,2016,2016,2.0680344142951688
Central California Valley,Fire: Annual Variability,Fire,2016,2016,0.6976744186046512
Coast Range,Fire: Annual Variability,Fire,2016,2016,0.6610169491525424
Eastern Cascades Slopes and Foothills,Fire: Annual Variability,Fire,2016,2016,0.8054237288135593
Klamath Mountains/California High North Coast Range,Fire: Annual Variability,Fire,2016,2016,0.43000608642726723
Mojave Basin and Range,Fire: Annual Variability,Fire,2016,2016,1.2159227985524728
Northern Basin and Range,Fire: Annual Variability,Fire,2016,2016,0
Sierra Nevada,Fire: Annual Variability,Fire,2016,2016,0.9693510361086984
Sonoran Basin and Range,Fire: Annual Variability,Fire,2016,2016,0.1992619926199262
Southern California Mountains,Fire: Annual Variability,Fire,2016,2016,0.8348700754400671
Southern California/Northern Baja Coast,Fire: Annual Variability,Fire,2016,2016,0.27779117434289846
