SecondaryStratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionTypeID,ValueDistributionFrequency,ValueDistributionSD
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,NA,Normal,Timestep and iteration,NA
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,NA,Normal,Timestep and iteration,NA
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,NA,Normal,Timestep and iteration,NA
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,NA,Normal,Timestep and iteration,NA
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,NA,Normal,Timestep and iteration,NA
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,180.692299,Normal,Timestep and iteration,90.3461495
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,262.034185,Normal,Timestep and iteration,131.0170925
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,188.583676,Normal,Timestep and iteration,94.291838
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,118.977684,Normal,Timestep and iteration,59.488842
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,375.750951,Normal,Timestep and iteration,187.8754755
Butte,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,481.57633999999996,Normal,Timestep and iteration,240.78816999999998
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,NA,Normal,Timestep and iteration,NA
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,NA,Normal,Timestep and iteration,NA
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,NA,Normal,Timestep and iteration,NA
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,348.839332,Normal,Timestep and iteration,174.419666
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,159.64862699999998,Normal,Timestep and iteration,79.82431349999999
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,33.993624,Normal,Timestep and iteration,16.996812
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,59.488842,Normal,Timestep and iteration,29.744421
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,52.002151,Normal,Timestep and iteration,26.0010755
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,89.233263,Normal,Timestep and iteration,44.6166315
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,58.67947,Normal,Timestep and iteration,29.339735
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,1109.0419829999998,Normal,Timestep and iteration,554.5209914999999
Colusa,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,89.03092,Normal,Timestep and iteration,44.51546
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,3.8445169999999997,Normal,Timestep and iteration,1.9222584999999999
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,5.665604,Normal,Timestep and iteration,2.832802
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,2.225773,Normal,Timestep and iteration,1.1128865
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,0,Normal,Timestep and iteration,0
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,69.808335,Normal,Timestep and iteration,34.9041675
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,20.841329000000002,Normal,Timestep and iteration,10.420664500000001
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,8.700749,Normal,Timestep and iteration,4.3503745
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,19.222585,Normal,Timestep and iteration,9.6112925
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,93.48246599999999,Normal,Timestep and iteration,46.741232999999994
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,105.42070299999999,Normal,Timestep and iteration,52.710351499999994
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,87.816862,Normal,Timestep and iteration,43.908431
Contra Costa,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,2101.939084,Normal,Timestep and iteration,1050.969542
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,89.637949,Normal,Timestep and iteration,44.8189745
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,0.404686,Normal,Timestep and iteration,0.202343
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,18.615555999999998,Normal,Timestep and iteration,9.307777999999999
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,341.757327,Normal,Timestep and iteration,170.8786635
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,116.144882,Normal,Timestep and iteration,58.072441
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,106.432418,Normal,Timestep and iteration,53.216209
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,40.468599999999995,Normal,Timestep and iteration,20.234299999999998
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,40.4686,Normal,Timestep and iteration,20.2343
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,7.891376999999999,Normal,Timestep and iteration,3.9456884999999997
El Dorado,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,20.436643,Normal,Timestep and iteration,10.2183215
Eldorado,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,11.533551,Normal,Timestep and iteration,5.7667755
Eldorado,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,1.618744,Normal,Timestep and iteration,0.809372
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,14.16401,Normal,Timestep and iteration,7.082005
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,130.8738538903,Normal,Timestep and iteration,65.43692694515
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,848.828885,Normal,Timestep and iteration,424.4144425
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,26.102247,Normal,Timestep and iteration,13.0511235
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,266.688074,Normal,Timestep and iteration,133.344037
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,164.909545,Normal,Timestep and iteration,82.4547725
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,512.737162,Normal,Timestep and iteration,256.368581
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,220.55387,Normal,Timestep and iteration,110.276935
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,251.512349,Normal,Timestep and iteration,125.7561745
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,155.197081,Normal,Timestep and iteration,77.5985405
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,275.388823,Normal,Timestep and iteration,137.6944115
Fresno,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,430.58590399999997,Normal,Timestep and iteration,215.29295199999999
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,20.436643,Normal,Timestep and iteration,10.2183215
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,36.624083,Normal,Timestep and iteration,18.3120415
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,107.039447,Normal,Timestep and iteration,53.5197235
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,162.886115,Normal,Timestep and iteration,81.4430575
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,171.99155,Normal,Timestep and iteration,85.995775
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,181.299328,Normal,Timestep and iteration,90.649664
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,555.836221,Normal,Timestep and iteration,277.9181105
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,386.070444,Normal,Timestep and iteration,193.035222
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,449.403803,Normal,Timestep and iteration,224.7019015
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,44.717803,Normal,Timestep and iteration,22.3589015
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,235.931938,Normal,Timestep and iteration,117.965969
Glenn,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,284.898944,Normal,Timestep and iteration,142.449472
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,17.401498,Normal,Timestep and iteration,8.700749
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,25.899904,Normal,Timestep and iteration,12.949952
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,117.35893999999999,Normal,Timestep and iteration,58.679469999999995
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,203.15237199999999,Normal,Timestep and iteration,101.57618599999999
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,294.206722,Normal,Timestep and iteration,147.103361
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,857.93432,Normal,Timestep and iteration,428.96716
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,91.256693,Normal,Timestep and iteration,45.6283465
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,137.18855399999998,Normal,Timestep and iteration,68.59427699999999
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,35.814710999999996,Normal,Timestep and iteration,17.907355499999998
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,54.430267,Normal,Timestep and iteration,27.2151335
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,75.676282,Normal,Timestep and iteration,37.838141
Imperial,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,38.849856,Normal,Timestep and iteration,19.424928
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,159.041598,Normal,Timestep and iteration,79.520799
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,1145.463723,Normal,Timestep and iteration,572.7318615
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1423.685348,Normal,Timestep and iteration,711.842674
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,1460.511774,Normal,Timestep and iteration,730.255887
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,1378.360516,Normal,Timestep and iteration,689.180258
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,438.072595,Normal,Timestep and iteration,219.0362975
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,1361.161361,Normal,Timestep and iteration,680.5806805
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,2355.8795489999998,Normal,Timestep and iteration,1177.9397744999999
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,724.590283,Normal,Timestep and iteration,362.2951415
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,1490.4585379999999,Normal,Timestep and iteration,745.2292689999999
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,2009.8730189999999,Normal,Timestep and iteration,1004.9365094999999
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,1315.634186,Normal,Timestep and iteration,657.817093
Kern,Historical Rate: Urbanization,Historical Year: Urbanization,2017,2018,1276.177301,Normal,Timestep and iteration,638.0886505
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,77.092683,Normal,Timestep and iteration,38.5463415
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,49.776378,Normal,Timestep and iteration,24.888189
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1391.108125,Normal,Timestep and iteration,695.5540625
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,1377.146458,Normal,Timestep and iteration,688.573229
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,524.4730559999999,Normal,Timestep and iteration,262.23652799999996
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,732.886346,Normal,Timestep and iteration,366.443173
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,126.666718,Normal,Timestep and iteration,63.333359
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,44.920146,Normal,Timestep and iteration,22.460073
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,859.755407,Normal,Timestep and iteration,429.8777035
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,304.526215,Normal,Timestep and iteration,152.2631075
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,527.912887,Normal,Timestep and iteration,263.9564435
Kings,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,859.755407,Normal,Timestep and iteration,429.8777035
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,509.70201699999996,Normal,Timestep and iteration,254.85100849999998
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,362.39631299999996,Normal,Timestep and iteration,181.19815649999998
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,231.480392,Normal,Timestep and iteration,115.740196
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,6.07029,Normal,Timestep and iteration,3.035145
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,210.032034,Normal,Timestep and iteration,105.016017
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,106.837104,Normal,Timestep and iteration,53.418552
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,65.559132,Normal,Timestep and iteration,32.779566
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,24.28116,Normal,Timestep and iteration,12.14058
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,70.415364,Normal,Timestep and iteration,35.207682
Lake,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,135.56981,Normal,Timestep and iteration,67.784905
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,196.87973899999997,Normal,Timestep and iteration,98.43986949999999
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,214.078894,Normal,Timestep and iteration,107.039447
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,579.308009,Normal,Timestep and iteration,289.6540045
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,1054.409373,Normal,Timestep and iteration,527.2046865
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,977.31669,Normal,Timestep and iteration,488.658345
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,619.574266,Normal,Timestep and iteration,309.787133
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,427.146073,Normal,Timestep and iteration,213.5730365
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,515.97465,Normal,Timestep and iteration,257.987325
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,181.906357,Normal,Timestep and iteration,90.9531785
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,109.062877,Normal,Timestep and iteration,54.5314385
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,149.531477,Normal,Timestep and iteration,74.7657385
Los Angeles,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,191.618821,Normal,Timestep and iteration,95.8094105
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,146.29398899999998,Normal,Timestep and iteration,73.14699449999999
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,382.02358399999997,Normal,Timestep and iteration,191.01179199999999
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,836.688305,Normal,Timestep and iteration,418.3441525
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,94.494181,Normal,Timestep and iteration,47.2470905
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,503.429384,Normal,Timestep and iteration,251.714692
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,385.261072,Normal,Timestep and iteration,192.630536
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,316.059766,Normal,Timestep and iteration,158.029883
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,380.40484,Normal,Timestep and iteration,190.20242
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,783.674439,Normal,Timestep and iteration,391.8372195
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,1968.79739,Normal,Timestep and iteration,984.398695
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,967.806569,Normal,Timestep and iteration,483.9032845
Madera,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,1164.281622,Normal,Timestep and iteration,582.140811
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,0,Normal,Timestep and iteration,0
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,0,Normal,Timestep and iteration,0
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,3.439831,Normal,Timestep and iteration,1.7199155
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,24.685846,Normal,Timestep and iteration,12.342923
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,78.306741,Normal,Timestep and iteration,39.1533705
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,5.867946999999999,Normal,Timestep and iteration,2.9339734999999996
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,48.359977,Normal,Timestep and iteration,24.1799885
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,4.4515460000000004,Normal,Timestep and iteration,2.2257730000000002
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,119.989399,Normal,Timestep and iteration,59.9946995
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,35.410025,Normal,Timestep and iteration,17.7050125
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,21.853044,Normal,Timestep and iteration,10.926522
Marin,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,7.082005,Normal,Timestep and iteration,3.5410025
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,2.832802,Normal,Timestep and iteration,1.416401
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,7.6890339999999995,Normal,Timestep and iteration,3.8445169999999997
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,1.618744,Normal,Timestep and iteration,0.809372
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,3.237488,Normal,Timestep and iteration,1.618744
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,48.157634,Normal,Timestep and iteration,24.078817
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,3.642174,Normal,Timestep and iteration,1.821087
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,2.02343,Normal,Timestep and iteration,1.011715
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,0,Normal,Timestep and iteration,0
Mariposa,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,0.202343,Normal,Timestep and iteration,0.1011715
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,0,Normal,Timestep and iteration,0
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,187.774304,Normal,Timestep and iteration,93.887152
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,137.390897,Normal,Timestep and iteration,68.6954485
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,9.712463999999999,Normal,Timestep and iteration,4.856231999999999
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,53.418552,Normal,Timestep and iteration,26.709276
Mendocino,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,127.273747,Normal,Timestep and iteration,63.6368735
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,276.805224,Normal,Timestep and iteration,138.402612
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,597.721222,Normal,Timestep and iteration,298.860611
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1834.8463239999999,Normal,Timestep and iteration,917.4231619999999
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,686.145113,Normal,Timestep and iteration,343.0725565
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,797.029077,Normal,Timestep and iteration,398.5145385
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,1081.523335,Normal,Timestep and iteration,540.7616675
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,892.5349729999999,Normal,Timestep and iteration,446.26748649999996
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,504.845785,Normal,Timestep and iteration,252.4228925
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,1261.810948,Normal,Timestep and iteration,630.905474
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,645.271827,Normal,Timestep and iteration,322.6359135
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,704.9630119999999,Normal,Timestep and iteration,352.48150599999997
Merced,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,1086.379567,Normal,Timestep and iteration,543.1897835
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,275.388823,Normal,Timestep and iteration,137.6944115
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,325.16520099999997,Normal,Timestep and iteration,162.58260049999998
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,32.172537,Normal,Timestep and iteration,16.0862685
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,68.79662,Normal,Timestep and iteration,34.39831
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,455.06940699999996,Normal,Timestep and iteration,227.53470349999998
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,76.89034,Normal,Timestep and iteration,38.44517
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,1097.103746,Normal,Timestep and iteration,548.551873
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,2477.6900349999996,Normal,Timestep and iteration,1238.8450174999998
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2009,2010,356.933052,Normal,Timestep and iteration,178.466526
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2011,2012,195.868024,Normal,Timestep and iteration,97.934012
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2013,2014,245.037373,Normal,Timestep and iteration,122.5186865
Modoc,Historical Rate: Urbanization,Historical Year: Urbanization,2015,2016,86.805147,Normal,Timestep and iteration,43.4025735
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1993,1994,247.060803,Normal,Timestep and iteration,123.5304015
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1995,1996,793.7915889999999,Normal,Timestep and iteration,396.89579449999997
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1997,1998,1210.01114,Normal,Timestep and iteration,605.00557
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,1999,2000,3895.9121219999997,Normal,Timestep and iteration,1947.9560609999999
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,2001,2002,847.412484,Normal,Timestep and iteration,423.706242
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,2003,2004,288.136432,Normal,Timestep and iteration,144.068216
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,2005,2006,335.88937999999996,Normal,Timestep and iteration,167.94468999999998
Monterey,Historical Rate: Urbanization,Historical Year: Urbanization,2007,2008,174.622009,Normal,Timestep and iteration,87.3110045
