StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value
Central California Foothills and Coastal Mountains,Insect: Annual Variability,Insect,2015,2015,2.736433806836609
Central California Valley,Insect: Annual Variability,Insect,2015,2015,0
Coast Range,Insect: Annual Variability,Insect,2015,2015,1.345787118116365
Eastern Cascades Slopes and Foothills,Insect: Annual Variability,Insect,2015,2015,1.6213530518259065
Klamath Mountains/California High North Coast Range,Insect: Annual Variability,Insect,2015,2015,4.191165596419537
Mojave Basin and Range,Insect: Annual Variability,Insect,2015,2015,0.02563404034507362
Northern Basin and Range,Insect: Annual Variability,Insect,2015,2015,0.03204255043134203
Sierra Nevada,Insect: Annual Variability,Insect,2015,2015,19.86317701238892
Sonoran Basin and Range,Insect: Annual Variability,Insect,2015,2015,0
Southern California Mountains,Insect: Annual Variability,Insect,2015,2015,2.073153012907829
Southern California/Northern Baja Coast,Insect: Annual Variability,Insect,2015,2015,0.04485957060387884
Cascades,Insect: Annual Variability,Insect,2016,2016,6.559110073295712
Central Basin and Range,Insect: Annual Variability,Insect,2016,2016,0.10574041642342868
Central California Foothills and Coastal Mountains,Insect: Annual Variability,Insect,2016,2016,3.1946422780048
Central California Valley,Insect: Annual Variability,Insect,2016,2016,0.006408510086268405
Coast Range,Insect: Annual Variability,Insect,2016,2016,1.787974314068885
Eastern Cascades Slopes and Foothills,Insect: Annual Variability,Insect,2016,2016,3.3260167347733023
Klamath Mountains/California High North Coast Range,Insect: Annual Variability,Insect,2016,2016,6.946824933514951
Mojave Basin and Range,Insect: Annual Variability,Insect,2016,2016,0
Northern Basin and Range,Insect: Annual Variability,Insect,2016,2016,0.0032042550431342024
Sierra Nevada,Insect: Annual Variability,Insect,2016,2016,33.09675034053318
Sonoran Basin and Range,Insect: Annual Variability,Insect,2016,2016,0
Southern California Mountains,Insect: Annual Variability,Insect,2016,2016,0.7978595057404164
Southern California/Northern Baja Coast,Insect: Annual Variability,Insect,2016,2016,0.03204255043134203
