SecondaryStratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value,ValueDistributionTypeID,ValueDistributionFrequency,ValueDistributionSD
Butte,Urbanization,Urbanization,2007,2008,131.725293,Normal,Iteration and Timestep,65.8626465
Butte,Urbanization,Urbanization,2009,2010,155.399424,Normal,Iteration and Timestep,77.699712
Butte,Urbanization,Urbanization,2011,2012,30.553793,Normal,Iteration and Timestep,15.2768965
Butte,Urbanization,Urbanization,2013,2014,90.042635,Normal,Iteration and Timestep,45.0213175
Butte,Urbanization,Urbanization,2015,2016,71.022393,Normal,Iteration and Timestep,35.5111965
Colusa,Urbanization,Urbanization,1993,1994,0,NA,Iteration and Timestep,NA
Colusa,Urbanization,Urbanization,1995,1996,0,NA,Iteration and Timestep,NA
Colusa,Urbanization,Urbanization,1997,1998,0,NA,Iteration and Timestep,NA
Colusa,Urbanization,Urbanization,1999,2000,80.330170999999993,Normal,Iteration and Timestep,40.165085499999996
Colusa,Urbanization,Urbanization,2001,2002,38.849856,Normal,Iteration and Timestep,19.424928
Colusa,Urbanization,Urbanization,2003,2004,39.052199,Normal,Iteration and Timestep,19.5260995
Colusa,Urbanization,Urbanization,2005,2006,51.192779,Normal,Iteration and Timestep,25.5963895
Colusa,Urbanization,Urbanization,2007,2008,55.037296,Normal,Iteration and Timestep,27.518648
Colusa,Urbanization,Urbanization,2009,2010,11.533551,Normal,Iteration and Timestep,5.7667755
Colusa,Urbanization,Urbanization,2011,2012,4.249203,Normal,Iteration and Timestep,2.1246015
Colusa,Urbanization,Urbanization,2013,2014,16.794469,Normal,Iteration and Timestep,8.3972345
Colusa,Urbanization,Urbanization,2015,2016,24.685845999999998,Normal,Iteration and Timestep,12.342922999999999
Contra Costa,Urbanization,Urbanization,1993,1994,342.162013,Normal,Iteration and Timestep,171.0810065
Contra Costa,Urbanization,Urbanization,1995,1996,520.02151,Normal,Iteration and Timestep,260.010755
Contra Costa,Urbanization,Urbanization,1997,1998,277.20991,Normal,Iteration and Timestep,138.604955
Contra Costa,Urbanization,Urbanization,1999,2000,1057.039832,Normal,Iteration and Timestep,528.519916
Contra Costa,Urbanization,Urbanization,2001,2002,1061.896064,Normal,Iteration and Timestep,530.948032
Contra Costa,Urbanization,Urbanization,2003,2004,1018.594662,Normal,Iteration and Timestep,509.297331
Contra Costa,Urbanization,Urbanization,2005,2006,310.798848,Normal,Iteration and Timestep,155.399424
Contra Costa,Urbanization,Urbanization,2007,2008,515.367621,Normal,Iteration and Timestep,257.6838105
Contra Costa,Urbanization,Urbanization,2009,2010,258.99904,Normal,Iteration and Timestep,129.49952
Contra Costa,Urbanization,Urbanization,2011,2012,247.263146,Normal,Iteration and Timestep,123.631573
Contra Costa,Urbanization,Urbanization,2013,2014,151.352564,Normal,Iteration and Timestep,75.676282
Contra Costa,Urbanization,Urbanization,2015,2016,220.756213,Normal,Iteration and Timestep,110.3781065
El Dorado,Urbanization,Urbanization,1993,1994,8.700749,Normal,Iteration and Timestep,4.3503745
El Dorado,Urbanization,Urbanization,1995,1996,225.814788,Normal,Iteration and Timestep,112.907394
El Dorado,Urbanization,Urbanization,1997,1998,68.594277,Normal,Iteration and Timestep,34.2971385
El Dorado,Urbanization,Urbanization,1999,2000,101.373843,Normal,Iteration and Timestep,50.6869215
El Dorado,Urbanization,Urbanization,2001,2002,1105.8044949999999,Normal,Iteration and Timestep,552.9022474999999
El Dorado,Urbanization,Urbanization,2003,2004,431.39527599999997,Normal,Iteration and Timestep,215.69763799999998
El Dorado,Urbanization,Urbanization,2005,2006,186.357903,Normal,Iteration and Timestep,93.1789515
El Dorado,Urbanization,Urbanization,2007,2008,176.03841,Normal,Iteration and Timestep,88.019205
El Dorado,Urbanization,Urbanization,2009,2010,82.758287,Normal,Iteration and Timestep,41.3791435
El Dorado,Urbanization,Urbanization,2011,2012,28.32802,Normal,Iteration and Timestep,14.16401
El Dorado,Urbanization,Urbanization,2013,2014,38.242827,Normal,Iteration and Timestep,19.1214135
El Dorado,Urbanization,Urbanization,2015,2016,68.594277,Normal,Iteration and Timestep,34.2971385
Fresno,Urbanization,Urbanization,1993,1994,301.086384,Normal,Iteration and Timestep,150.543192
Fresno,Urbanization,Urbanization,1995,1996,650.3304019999999,Normal,Iteration and Timestep,325.16520099999997
Fresno,Urbanization,Urbanization,1997,1998,1200.905705,Normal,Iteration and Timestep,600.4528525
Fresno,Urbanization,Urbanization,1999,2000,750.490187,Normal,Iteration and Timestep,375.2450935
Fresno,Urbanization,Urbanization,2001,2002,692.8224319999999,Normal,Iteration and Timestep,346.41121599999997
Fresno,Urbanization,Urbanization,2003,2004,716.091877,Normal,Iteration and Timestep,358.0459385
Fresno,Urbanization,Urbanization,2005,2006,992.4924149999999,Normal,Iteration and Timestep,496.24620749999997
Fresno,Urbanization,Urbanization,2007,2008,586.187671,Normal,Iteration and Timestep,293.0938355
Fresno,Urbanization,Urbanization,2009,2010,725.3996549999999,Normal,Iteration and Timestep,362.69982749999997
Fresno,Urbanization,Urbanization,2011,2012,428.96716,Normal,Iteration and Timestep,214.48358
Fresno,Urbanization,Urbanization,2013,2014,301.895756,Normal,Iteration and Timestep,150.947878
Fresno,Urbanization,Urbanization,2015,2016,1297.220973,Normal,Iteration and Timestep,648.6104865
Glenn,Urbanization,Urbanization,1993,1994,9.712464,Normal,Iteration and Timestep,4.856232
Glenn,Urbanization,Urbanization,1995,1996,11.128865,Normal,Iteration and Timestep,5.5644325
Glenn,Urbanization,Urbanization,1997,1998,11.331208,Normal,Iteration and Timestep,5.665604
Glenn,Urbanization,Urbanization,1999,2000,82.758287,Normal,Iteration and Timestep,41.3791435
Glenn,Urbanization,Urbanization,2001,2002,82.758287,Normal,Iteration and Timestep,41.3791435
Glenn,Urbanization,Urbanization,2003,2004,37.433455,Normal,Iteration and Timestep,18.7167275
Glenn,Urbanization,Urbanization,2005,2006,54.025580999999995,Normal,Iteration and Timestep,27.012790499999998
Glenn,Urbanization,Urbanization,2007,2008,12.14058,Normal,Iteration and Timestep,6.07029
Glenn,Urbanization,Urbanization,2009,2010,34.600653,Normal,Iteration and Timestep,17.3003265
Glenn,Urbanization,Urbanization,2011,2012,7.284348,Normal,Iteration and Timestep,3.642174
Glenn,Urbanization,Urbanization,2013,2014,31.160822,Normal,Iteration and Timestep,15.580411
Glenn,Urbanization,Urbanization,2015,2016,10.724179,Normal,Iteration and Timestep,5.3620895
Imperial,Urbanization,Urbanization,1993,1994,142.044786,Normal,Iteration and Timestep,71.022393
Imperial,Urbanization,Urbanization,1995,1996,96.315268,Normal,Iteration and Timestep,48.157634
Imperial,Urbanization,Urbanization,1997,1998,92.87543699999999,Normal,Iteration and Timestep,46.437718499999995
Imperial,Urbanization,Urbanization,1999,2000,97.326983,Normal,Iteration and Timestep,48.6634915
Imperial,Urbanization,Urbanization,2001,2002,220.958556,Normal,Iteration and Timestep,110.479278
Imperial,Urbanization,Urbanization,2003,2004,624.228155,Normal,Iteration and Timestep,312.1140775
Imperial,Urbanization,Urbanization,2005,2006,251.917035,Normal,Iteration and Timestep,125.9585175
Imperial,Urbanization,Urbanization,2007,2008,219.339812,Normal,Iteration and Timestep,109.669906
Imperial,Urbanization,Urbanization,2009,2010,173.812637,Normal,Iteration and Timestep,86.9063185
Imperial,Urbanization,Urbanization,2011,2012,64.345074,Normal,Iteration and Timestep,32.172537
Imperial,Urbanization,Urbanization,2013,2014,1482.567161,Normal,Iteration and Timestep,741.2835805
Imperial,Urbanization,Urbanization,2015,2016,403.876628,Normal,Iteration and Timestep,201.938314
Kern,Urbanization,Urbanization,1993,1994,647.699943,Normal,Iteration and Timestep,323.8499715
Kern,Urbanization,Urbanization,1995,1996,385.86810099999997,Normal,Iteration and Timestep,192.93405049999998
Kern,Urbanization,Urbanization,1997,1998,814.632918,Normal,Iteration and Timestep,407.316459
Kern,Urbanization,Urbanization,1999,2000,1019.80872,Normal,Iteration and Timestep,509.90436
Kern,Urbanization,Urbanization,2001,2002,1048.743769,Normal,Iteration and Timestep,524.3718845
Kern,Urbanization,Urbanization,2003,2004,1640.799387,Normal,Iteration and Timestep,820.3996935
Kern,Urbanization,Urbanization,2005,2006,1619.148686,Normal,Iteration and Timestep,809.574343
Kern,Urbanization,Urbanization,2007,2008,2106.7953159999997,Normal,Iteration and Timestep,1053.3976579999999
Kern,Urbanization,Urbanization,2009,2010,700.713809,Normal,Iteration and Timestep,350.3569045
Kern,Urbanization,Urbanization,2011,2012,483.80211299999996,Normal,Iteration and Timestep,241.90105649999998
Kern,Urbanization,Urbanization,2013,2014,2016.752681,Normal,Iteration and Timestep,1008.3763405
Kern,Urbanization,Urbanization,2015,2016,1753.302095,Normal,Iteration and Timestep,876.6510475
Kern,Urbanization,Urbanization,2017,2018,1371.88554,Normal,Iteration and Timestep,685.94277
Kings,Urbanization,Urbanization,1993,1994,120.798771,Normal,Iteration and Timestep,60.3993855
Kings,Urbanization,Urbanization,1995,1996,176.443096,Normal,Iteration and Timestep,88.221548
Kings,Urbanization,Urbanization,1997,1998,525.889457,Normal,Iteration and Timestep,262.9447285
Kings,Urbanization,Urbanization,1999,2000,215.29295199999999,Normal,Iteration and Timestep,107.64647599999999
Kings,Urbanization,Urbanization,2001,2002,218.53044,Normal,Iteration and Timestep,109.26522
Kings,Urbanization,Urbanization,2003,2004,210.234377,Normal,Iteration and Timestep,105.1171885
Kings,Urbanization,Urbanization,2005,2006,182.31104299999998,Normal,Iteration and Timestep,91.15552149999999
Kings,Urbanization,Urbanization,2007,2008,132.737008,Normal,Iteration and Timestep,66.368504
Kings,Urbanization,Urbanization,2009,2010,745.2292689999999,Normal,Iteration and Timestep,372.61463449999997
Kings,Urbanization,Urbanization,2011,2012,177.454811,Normal,Iteration and Timestep,88.7274055
Kings,Urbanization,Urbanization,2013,2014,147.103361,Normal,Iteration and Timestep,73.5516805
Kings,Urbanization,Urbanization,2015,2016,618.36020799999994,Normal,Iteration and Timestep,309.18010399999997
Lake,Urbanization,Urbanization,1997,1998,216.50701,Normal,Iteration and Timestep,108.253505
Lake,Urbanization,Urbanization,1999,2000,18.008527,Normal,Iteration and Timestep,9.0042635
Lake,Urbanization,Urbanization,2001,2002,237.34833899999998,Normal,Iteration and Timestep,118.67416949999999
Lake,Urbanization,Urbanization,2003,2004,4.6538889999999995,Normal,Iteration and Timestep,2.3269444999999997
Lake,Urbanization,Urbanization,2005,2006,82.555944,Normal,Iteration and Timestep,41.277972
Lake,Urbanization,Urbanization,2007,2008,80.330170999999993,Normal,Iteration and Timestep,40.165085499999996
Lake,Urbanization,Urbanization,2009,2010,129.701863,Normal,Iteration and Timestep,64.8509315
Lake,Urbanization,Urbanization,2011,2012,9.914807,Normal,Iteration and Timestep,4.9574035
Lake,Urbanization,Urbanization,2013,2014,4.856232,Normal,Iteration and Timestep,2.428116
Lake,Urbanization,Urbanization,2015,2016,56.65604,Normal,Iteration and Timestep,28.32802
Los Angeles,Urbanization,Urbanization,1993,1994,409.137546,Normal,Iteration and Timestep,204.568773
Los Angeles,Urbanization,Urbanization,1995,1996,249.286576,Normal,Iteration and Timestep,124.643288
Los Angeles,Urbanization,Urbanization,1997,1998,794.600961,Normal,Iteration and Timestep,397.3004805
Los Angeles,Urbanization,Urbanization,1999,2000,787.518956,Normal,Iteration and Timestep,393.759478
Los Angeles,Urbanization,Urbanization,2001,2002,1966.976303,Normal,Iteration and Timestep,983.4881515
Los Angeles,Urbanization,Urbanization,2003,2004,655.793663,Normal,Iteration and Timestep,327.8968315
Los Angeles,Urbanization,Urbanization,2005,2006,980.3518349999999,Normal,Iteration and Timestep,490.17591749999997
Los Angeles,Urbanization,Urbanization,2007,2008,605.00557,Normal,Iteration and Timestep,302.502785
Los Angeles,Urbanization,Urbanization,2009,2010,868.8608419999999,Normal,Iteration and Timestep,434.43042099999997
Los Angeles,Urbanization,Urbanization,2011,2012,153.173651,Normal,Iteration and Timestep,76.5868255
Los Angeles,Urbanization,Urbanization,2013,2014,691.406031,Normal,Iteration and Timestep,345.7030155
Los Angeles,Urbanization,Urbanization,2015,2016,707.593471,Normal,Iteration and Timestep,353.7967355
Madera,Urbanization,Urbanization,1993,1994,306.144959,Normal,Iteration and Timestep,153.0724795
Madera,Urbanization,Urbanization,1995,1996,65.559132,Normal,Iteration and Timestep,32.779566
Madera,Urbanization,Urbanization,1997,1998,500.798925,Normal,Iteration and Timestep,250.3994625
Madera,Urbanization,Urbanization,1999,2000,196.475053,Normal,Iteration and Timestep,98.2375265
Madera,Urbanization,Urbanization,2001,2002,314.441022,Normal,Iteration and Timestep,157.220511
Madera,Urbanization,Urbanization,2003,2004,376.560323,Normal,Iteration and Timestep,188.2801615
Madera,Urbanization,Urbanization,2005,2006,210.841406,Normal,Iteration and Timestep,105.420703
Madera,Urbanization,Urbanization,2007,2008,233.099136,Normal,Iteration and Timestep,116.549568
Madera,Urbanization,Urbanization,2009,2010,51.192779,Normal,Iteration and Timestep,25.5963895
Madera,Urbanization,Urbanization,2011,2012,313.02462099999997,Normal,Iteration and Timestep,156.51231049999998
Madera,Urbanization,Urbanization,2013,2014,67.177876,Normal,Iteration and Timestep,33.588938
Madera,Urbanization,Urbanization,2015,2016,95.91058199999999,Normal,Iteration and Timestep,47.955290999999995
Marin,Urbanization,Urbanization,1993,1994,42.087344,Normal,Iteration and Timestep,21.043672
Marin,Urbanization,Urbanization,1995,1996,37.838141,Normal,Iteration and Timestep,18.9190705
Marin,Urbanization,Urbanization,1997,1998,96.517611,Normal,Iteration and Timestep,48.2588055
Marin,Urbanization,Urbanization,1999,2000,63.333359,Normal,Iteration and Timestep,31.6666795
Marin,Urbanization,Urbanization,2001,2002,636.166392,Normal,Iteration and Timestep,318.083196
Marin,Urbanization,Urbanization,2003,2004,90.244978,Normal,Iteration and Timestep,45.122489
Marin,Urbanization,Urbanization,2005,2006,37.231111999999996,Normal,Iteration and Timestep,18.615555999999998
Marin,Urbanization,Urbanization,2007,2008,40.670943,Normal,Iteration and Timestep,20.3354715
Marin,Urbanization,Urbanization,2009,2010,51.192779,Normal,Iteration and Timestep,25.5963895
Marin,Urbanization,Urbanization,2011,2012,18.21087,Normal,Iteration and Timestep,9.105435
Marin,Urbanization,Urbanization,2013,2014,92.066065,Normal,Iteration and Timestep,46.0330325
Marin,Urbanization,Urbanization,2015,2016,30.149107,Normal,Iteration and Timestep,15.0745535
Mariposa,Urbanization,Urbanization,1993,1994,3.8445169999999997,Normal,Iteration and Timestep,1.9222584999999999
Mariposa,Urbanization,Urbanization,1995,1996,1.011715,Normal,Iteration and Timestep,0.5058575
Mariposa,Urbanization,Urbanization,1997,1998,19.829614,Normal,Iteration and Timestep,9.914807
Mariposa,Urbanization,Urbanization,1999,2000,3.035145,Normal,Iteration and Timestep,1.5175725
Mariposa,Urbanization,Urbanization,2001,2002,85.793432,Normal,Iteration and Timestep,42.896716
Mariposa,Urbanization,Urbanization,2003,2004,5.867947,Normal,Iteration and Timestep,2.9339735
Mariposa,Urbanization,Urbanization,2005,2006,27.518648,Normal,Iteration and Timestep,13.759324
Mariposa,Urbanization,Urbanization,2007,2008,0.607029,Normal,Iteration and Timestep,0.3035145
Mariposa,Urbanization,Urbanization,2009,2010,3.439831,Normal,Iteration and Timestep,1.7199155
Mariposa,Urbanization,Urbanization,2011,2012,0.607029,Normal,Iteration and Timestep,0.3035145
Mariposa,Urbanization,Urbanization,2013,2014,3.8445169999999997,Normal,Iteration and Timestep,1.9222584999999999
Mariposa,Urbanization,Urbanization,2015,2016,14.16401,Normal,Iteration and Timestep,7.082005
Mendocino,Urbanization,Urbanization,2005,2006,0,NA,Iteration and Timestep,NA
Mendocino,Urbanization,Urbanization,2007,2008,35.005339,Normal,Iteration and Timestep,17.5026695
Mendocino,Urbanization,Urbanization,2009,2010,55.441981999999996,Normal,Iteration and Timestep,27.720990999999998
Mendocino,Urbanization,Urbanization,2011,2012,10.319493,Normal,Iteration and Timestep,5.1597465
Mendocino,Urbanization,Urbanization,2013,2014,6.07029,Normal,Iteration and Timestep,3.035145
Mendocino,Urbanization,Urbanization,2015,2016,45.527175,Normal,Iteration and Timestep,22.7635875
Merced,Urbanization,Urbanization,1993,1994,211.853121,Normal,Iteration and Timestep,105.9265605
Merced,Urbanization,Urbanization,1995,1996,177.050125,Normal,Iteration and Timestep,88.5250625
Merced,Urbanization,Urbanization,1997,1998,398.413367,Normal,Iteration and Timestep,199.2066835
Merced,Urbanization,Urbanization,1999,2000,230.46867699999999,Normal,Iteration and Timestep,115.23433849999999
Merced,Urbanization,Urbanization,2001,2002,281.661456,Normal,Iteration and Timestep,140.830728
Merced,Urbanization,Urbanization,2003,2004,399.829768,Normal,Iteration and Timestep,199.914884
Merced,Urbanization,Urbanization,2005,2006,396.389937,Normal,Iteration and Timestep,198.1949685
Merced,Urbanization,Urbanization,2007,2008,135.165124,Normal,Iteration and Timestep,67.582562
Merced,Urbanization,Urbanization,2009,2010,226.017131,Normal,Iteration and Timestep,113.0085655
Merced,Urbanization,Urbanization,2011,2012,88.423891,Normal,Iteration and Timestep,44.2119455
Merced,Urbanization,Urbanization,2013,2014,95.70823899999999,Normal,Iteration and Timestep,47.854119499999996
Merced,Urbanization,Urbanization,2015,2016,433.418706,Normal,Iteration and Timestep,216.709353
Modoc,Urbanization,Urbanization,1993,1994,5.058575,Normal,Iteration and Timestep,2.5292875
Modoc,Urbanization,Urbanization,1995,1996,30.958479,Normal,Iteration and Timestep,15.4792395
Modoc,Urbanization,Urbanization,1997,1998,0,NA,Iteration and Timestep,NA
Modoc,Urbanization,Urbanization,1999,2000,0.809372,Normal,Iteration and Timestep,0.404686
Modoc,Urbanization,Urbanization,2001,2002,73.652852,Normal,Iteration and Timestep,36.826426
Modoc,Urbanization,Urbanization,2003,2004,0,NA,Iteration and Timestep,NA
Modoc,Urbanization,Urbanization,2005,2006,46.134204,Normal,Iteration and Timestep,23.067102
Modoc,Urbanization,Urbanization,2007,2008,0.809372,Normal,Iteration and Timestep,0.404686
Modoc,Urbanization,Urbanization,2009,2010,45.729518,Normal,Iteration and Timestep,22.864759
Modoc,Urbanization,Urbanization,2011,2012,5.058575,Normal,Iteration and Timestep,2.5292875
Modoc,Urbanization,Urbanization,2013,2014,19.424928,Normal,Iteration and Timestep,9.712464
Modoc,Urbanization,Urbanization,2015,2016,0.202343,Normal,Iteration and Timestep,0.1011715
Monterey,Urbanization,Urbanization,1993,1994,138.200269,Normal,Iteration and Timestep,69.1001345
Monterey,Urbanization,Urbanization,1995,1996,436.049165,Normal,Iteration and Timestep,218.0245825
Monterey,Urbanization,Urbanization,1997,1998,782.865067,Normal,Iteration and Timestep,391.4325335
Monterey,Urbanization,Urbanization,1999,2000,903.461495,Normal,Iteration and Timestep,451.7307475
Monterey,Urbanization,Urbanization,2001,2002,351.67213399999997,Normal,Iteration and Timestep,175.83606699999999
Monterey,Urbanization,Urbanization,2003,2004,50.788092999999996,Normal,Iteration and Timestep,25.394046499999998
Monterey,Urbanization,Urbanization,2005,2006,382.42827,Normal,Iteration and Timestep,191.214135
Monterey,Urbanization,Urbanization,2007,2008,122.215172,Normal,Iteration and Timestep,61.107586
Monterey,Urbanization,Urbanization,2009,2010,112.502708,Normal,Iteration and Timestep,56.251354
Monterey,Urbanization,Urbanization,2011,2012,309.58479,Normal,Iteration and Timestep,154.792395
Monterey,Urbanization,Urbanization,2013,2014,46.741233,Normal,Iteration and Timestep,23.3706165
Monterey,Urbanization,Urbanization,2015,2016,41.480315,Normal,Iteration and Timestep,20.7401575
Napa,Urbanization,Urbanization,1993,1994,85.591089,Normal,Iteration and Timestep,42.7955445
Napa,Urbanization,Urbanization,1995,1996,21.448358,Normal,Iteration and Timestep,10.724179
Napa,Urbanization,Urbanization,1997,1998,70.415364,Normal,Iteration and Timestep,35.207682
Napa,Urbanization,Urbanization,1999,2000,125.655003,Normal,Iteration and Timestep,62.8275015
Napa,Urbanization,Urbanization,2001,2002,482.790398,Normal,Iteration and Timestep,241.395199
Napa,Urbanization,Urbanization,2003,2004,176.847782,Normal,Iteration and Timestep,88.423891
Napa,Urbanization,Urbanization,2005,2006,138.402612,Normal,Iteration and Timestep,69.201306
Napa,Urbanization,Urbanization,2007,2008,137.188554,Normal,Iteration and Timestep,68.594277
Napa,Urbanization,Urbanization,2009,2010,62.523987,Normal,Iteration and Timestep,31.2619935
Napa,Urbanization,Urbanization,2011,2012,18.413213,Normal,Iteration and Timestep,9.2066065
Napa,Urbanization,Urbanization,2013,2014,154.59005199999999,Normal,Iteration and Timestep,77.295025999999993
Napa,Urbanization,Urbanization,2015,2016,36.219397,Normal,Iteration and Timestep,18.1096985
Nevada,Urbanization,Urbanization,1993,1994,3.8445169999999997,Normal,Iteration and Timestep,1.9222584999999999
Nevada,Urbanization,Urbanization,1995,1996,12.14058,Normal,Iteration and Timestep,6.07029
Nevada,Urbanization,Urbanization,1997,1998,28.125677,Normal,Iteration and Timestep,14.0628385
Nevada,Urbanization,Urbanization,1999,2000,15.985097,Normal,Iteration and Timestep,7.9925485
Nevada,Urbanization,Urbanization,2001,2002,153.375994,Normal,Iteration and Timestep,76.687997
Nevada,Urbanization,Urbanization,2003,2004,380.40484,Normal,Iteration and Timestep,190.20242
Nevada,Urbanization,Urbanization,2005,2006,202.545343,Normal,Iteration and Timestep,101.2726715
Nevada,Urbanization,Urbanization,2007,2008,87.00749,Normal,Iteration and Timestep,43.503745
Nevada,Urbanization,Urbanization,2009,2010,7.082005,Normal,Iteration and Timestep,3.5410025
Nevada,Urbanization,Urbanization,2011,2012,3.035145,Normal,Iteration and Timestep,1.5175725
Nevada,Urbanization,Urbanization,2013,2014,4.6538889999999995,Normal,Iteration and Timestep,2.3269444999999997
Nevada,Urbanization,Urbanization,2015,2016,17.401498,Normal,Iteration and Timestep,8.700749
Nevada,Urbanization,Urbanization,2017,2018,39.456885,Normal,Iteration and Timestep,19.7284425
Orange,Urbanization,Urbanization,1993,1994,640.617938,Normal,Iteration and Timestep,320.308969
Orange,Urbanization,Urbanization,1995,1996,457.90220899999997,Normal,Iteration and Timestep,228.95110449999999
Orange,Urbanization,Urbanization,1997,1998,1578.882429,Normal,Iteration and Timestep,789.4412145
Orange,Urbanization,Urbanization,1999,2000,807.146227,Normal,Iteration and Timestep,403.5731135
Orange,Urbanization,Urbanization,2001,2002,2154.95295,Normal,Iteration and Timestep,1077.476475
Orange,Urbanization,Urbanization,2003,2004,850.0429429999999,Normal,Iteration and Timestep,425.02147149999996
Orange,Urbanization,Urbanization,2005,2006,449.403803,Normal,Iteration and Timestep,224.7019015
Orange,Urbanization,Urbanization,2007,2008,781.04398,Normal,Iteration and Timestep,390.52199
Orange,Urbanization,Urbanization,2009,2010,267.902132,Normal,Iteration and Timestep,133.951066
Orange,Urbanization,Urbanization,2011,2012,159.648627,Normal,Iteration and Timestep,79.8243135
Orange,Urbanization,Urbanization,2013,2014,299.265297,Normal,Iteration and Timestep,149.6326485
Orange,Urbanization,Urbanization,2015,2016,372.715806,Normal,Iteration and Timestep,186.357903
Placer,Urbanization,Urbanization,1993,1994,208.008604,Normal,Iteration and Timestep,104.004302
Placer,Urbanization,Urbanization,1995,1996,491.895833,Normal,Iteration and Timestep,245.9479165
Placer,Urbanization,Urbanization,1997,1998,537.2206649999999,Normal,Iteration and Timestep,268.61033249999997
Placer,Urbanization,Urbanization,1999,2000,1309.766239,Normal,Iteration and Timestep,654.8831195
Placer,Urbanization,Urbanization,2001,2002,1105.399809,Normal,Iteration and Timestep,552.6999045
Placer,Urbanization,Urbanization,2003,2004,1081.118649,Normal,Iteration and Timestep,540.5593245
Placer,Urbanization,Urbanization,2005,2006,920.053621,Normal,Iteration and Timestep,460.0268105
Placer,Urbanization,Urbanization,2007,2008,603.9938549999999,Normal,Iteration and Timestep,301.99692749999997
Placer,Urbanization,Urbanization,2009,2010,177.657154,Normal,Iteration and Timestep,88.828577
Placer,Urbanization,Urbanization,2011,2012,285.30363,Normal,Iteration and Timestep,142.651815
Placer,Urbanization,Urbanization,2013,2014,158.839255,Normal,Iteration and Timestep,79.4196275
Placer,Urbanization,Urbanization,2015,2016,171.384521,Normal,Iteration and Timestep,85.6922605
Riverside,Urbanization,Urbanization,1993,1994,1706.763205,Normal,Iteration and Timestep,853.3816025
Riverside,Urbanization,Urbanization,1995,1996,1290.745997,Normal,Iteration and Timestep,645.3729985
Riverside,Urbanization,Urbanization,1997,1998,1894.9421949999999,Normal,Iteration and Timestep,947.4710974999999
Riverside,Urbanization,Urbanization,1999,2000,2917.78606,Normal,Iteration and Timestep,1458.89303
Riverside,Urbanization,Urbanization,2001,2002,4288.659885,Normal,Iteration and Timestep,2144.3299425
